,Other Proteobacteria,Acinetobacter,Pseudomonas,Enterobacteriaceae,Other Firmicutes,Staphylococcus,Enterococcus,GPAC,Other Bacteroidetes,Alistipes,Parabacteroides,Bacteroides
1,0.007797755767852179,0.0,0.0,0.0,0.017833891709215396,0.0,0.0006583471098561877,0.0,0.0,0.0,0.14865477740552718,0.825055228007549
2,0.021970196492153503,0.0047738362125807725,0.0,0.0,0.03729394698668073,0.0,0.02012396149281287,0.0,0.001951734142160095,0.0017671106422260318,0.5869708558617961,0.32514835816958987
3,0.010153157804164516,0.0,0.0,0.0,0.07743933918430562,0.0,0.0,0.0012046119428669765,0.07606263982102908,0.22732748236103942,0.015143692996041989,0.5926690758905524
4,0.02908229211546747,0.0,0.0,0.0,0.07173632055148643,0.0,0.0,0.0,0.00904782421370099,0.01971133132270573,0.038991813873330464,0.831430417923309
5,0.0,0.0,0.0,0.0,0.0988538681948424,0.0006512112529304506,0.0,0.004949205522271425,0.0015629070070330815,0.0,0.052357384735608234,0.8416254232873144
6,0.00010482180293501048,0.0,0.0,0.0,0.1194706498951782,0.0,0.0,0.0004716981132075472,0.008595387840670859,0.009931865828092244,0.05047169811320755,0.8109538784067086
7,0.05125815470643057,0.0,0.0,0.0,0.08988298643471057,0.0,0.0,0.028062545303924616,0.07455731593662628,0.08408408408408409,0.03903903903903904,0.6331158744951848
8,0.028680747814726102,0.0,0.0061280990450119765,0.0,0.12449062120882197,0.0003732852210159579,0.00046660652626994743,0.0373285221015958,0.026161072572868385,0.058201387376738106,0.060596634211590505,0.6575730239213613
9,0.010641766711130873,0.0,0.0,0.004624277456647399,0.1861271676300578,0.0014228546020453535,0.0,0.007884985919668,0.046153846153846156,0.09304876241292426,0.06515488365199348,0.5849414554616866
10,0.04903044308248769,0.0,0.00010047221943132724,0.023543990086741014,0.048528081985331054,0.0,0.0,0.09745805284838742,0.040724739609497976,0.012291101510432365,0.061388526072540944,0.6669345925851502
11,0.0014759120022277917,0.0,0.0009189640768588137,0.0,0.28256752993595097,0.0,0.0,0.0,0.12489557226399331,0.24564188248398774,0.03383458646616541,0.3106655527708159
12,0.05776321179844326,0.01638672675133142,0.0,0.0,0.2376075378943056,0.013928717738631708,0.0,0.0,0.35845964768537486,0.004096681687832855,0.0,0.3117574764440803
13,0.0,0.0,0.0,0.0,0.22370798698951933,0.0,0.0008432718949524154,0.10866160703529695,0.15564389832550296,0.04240452957475003,0.01397421997349717,0.45476448620648113
