"","Bacteroides","Alistipes","Parabacteroides","Streptococcus","UBA1819","Flavonifractor","Dialister","Porphyromonas","Anaerococcus","Finegoldia","Odoribacter","Phascolarctobacterium","Peptoniphilus","Lactobacillus","X.Clostridium..innocuum.group","Erysipelatoclostridium","Intestinimonas","Colidextribacter","Akkermansia","Bilophila","Butyricicoccus","Eisenbergiella","Enterococcus","Lachnoclostridium","Staphylococcus","Acinetobacter","Enterobacteriaceae","Ruminococcus","Parasutterella","Fenollaria"
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"month",0.85,0.997,0.526,0.083,0.117,0.546,0.367,0.494,0.25,0.416,0.132,0.698,0.949,0.1,0.94,0.449,0.108,0.703,0.965,0.04,0.603,0.116,0.416,0.337,0.047,0.775,0.095,0.867,0.061,0.347
