"195S1",0.47572436307647
"197S1",4.0485488120305
"198S1",1.6462223690737
"200S1",4.34009318800043
"201S1",-0.646481202253216
"202S1",2.13962861401259
"203S1",1.71879476298917
"204S1",5.13828533485671
"205S1",2.81192139400088
"207S1",6.70796771114018
"208S1",4.80492234778836
"209S1",5.37312013741976
"220S1",0.432625705630404
"210S1",-4.07343484495745
"211S1",3.25790194108456
"212S1",-0.756409394580274
"213S1",1.63825955005599
"214S1",4.41928087206947
"215S1",-1.50700458021334
"216S1",1.53122460912081
"217S1",2.87240153169767
"218S1",5.8152072187915
"219S1",5.98730381600339
"221S1",2.57582370407584
"222S1",2.84005343008771
"223S1",-0.214647496621008
"50S1",1.90062853529618
"70S1",1.59101622564442
"89S1",1.90062853529617
"93S1",-0.758780418644905
"114S1",-1.61545928625273
"115S1",1.90062853529617
"116S1",1.42982359192143
"117S1",1.90062853529618
"119S1",0.468664536128438
"129S1",-0.224270837780722
"133S1",5.52198072819214
"136S1",-1.07481049747694
"138S1",1.90062853529617
"139S1",1.90062853529617
"144S1",1.90062853529618
"147S1",4.1551161673897
"150S1",0.645412472790685
"153S1",1.67452926377542
"155S1",5.13153239900224
"156S1",1.90062853529618
"160S1",-1.39614978732235
"161S1",0.606048589782265
"162S1",4.3008210090135
"164S1",2.52960283286486
"165S1",3.30355763718138
"166S1",3.94834517708095
